sport,event,year,num_athletes,num_countries,medals_awarded,medal_rate
Ski Jumping,"Ski Jumping Men's Large Hill, Team",1998,52,13,52,1.0
Boxing,Boxing Men's Bantamweight,2012,27,27,27,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1928,124,11,124,1.0
Freestyle Skiing,Freestyle Skiing Men's Moguls,2010,30,10,30,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1992,80,18,80,1.0
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1998,79,20,79,1.0
Taekwondo,Taekwondo Women's Flyweight,2016,16,16,16,1.0
Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,1972,33,10,33,1.0
Bobsleigh,Bobsleigh Men's Four,1936,72,10,72,1.0
Fencing,"Fencing Women's Foil, Individual",1928,27,11,27,1.0
Shooting,"Shooting Men's Free Rifle, 1,000 Yards",1908,50,8,50,1.0
Canoeing,"Canoeing Men's Canadian Singles, 200 metres",2016,25,25,25,1.0
Judo,Judo Men's Heavyweight,1980,16,16,16,1.0
Cycling,"Cycling Men's Mountainbike, Cross-Country",2000,49,30,49,1.0
Rowing,Rowing Men's Single Sculls,1952,18,18,18,1.0
Rowing,Rowing Women's Coxless Pairs,1976,22,10,22,1.0
Canoeing,"Canoeing Men's Canadian Doubles, Slalom",2012,28,12,28,1.0
Cycling,"Cycling Women's Road Race, Individual",1984,45,16,45,1.0
Taekwondo,Taekwondo Women's Heavyweight,2004,15,15,15,1.0
Athletics,"Athletics Men's 5,000 metres",1976,36,23,36,1.0
Alpine Skiing,Alpine Skiing Women's Super G,1988,46,20,46,1.0
Archery,Archery Men's Individual,1984,62,30,62,1.0
Athletics,Athletics Men's 400 metres Hurdles,2000,62,45,62,1.0
Figure Skating,Figure Skating Women's Singles,1998,28,21,28,1.0
Rowing,Rowing Men's Coxless Pairs,2016,26,13,26,1.0
Fencing,"Fencing Men's epee, Team",1968,91,19,91,1.0
Cycling,Cycling Women's BMX,2012,16,12,16,1.0
Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",2014,35,8,35,1.0
Taekwondo,Taekwondo Men's Welterweight,2016,16,16,16,1.0
Athletics,Athletics Men's Pole Vault,1912,25,11,25,1.0
Rowing,Rowing Men's Lightweight Coxless Fours,2008,53,13,53,1.0
Swimming,Swimming Men's 400 metres Individual Medley,2016,27,20,27,1.0
Shooting,"Shooting Men's Military Revolver, 20 metres",1906,31,9,31,1.0
Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,1976,44,13,44,1.0
Athletics,Athletics Women's 4 x 400 metres Relay,1976,44,10,44,1.0
Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",1952,22,11,22,1.0
Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",1906,31,9,31,1.0
Athletics,Athletics Women's Javelin Throw,1992,25,17,25,1.0
Gymnastics,Gymnastics Women's Balance Beam,1964,83,24,83,1.0
Athletics,Athletics Women's High Jump,1988,24,15,24,1.0
Nordic Combined,Nordic Combined Men's Individual,1952,25,11,25,1.0
Gymnastics,Gymnastics Men's Floor Exercise,1964,130,30,130,1.0
Volleyball,Volleyball Men's Volleyball,2004,143,12,143,1.0
Taekwondo,Taekwondo Men's Featherweight,2000,14,14,14,1.0
Athletics,Athletics Men's Decathlon,1924,36,22,36,1.0
Basketball,Basketball Women's Basketball,1988,93,8,93,1.0
Swimming,Swimming Men's 200 metres Butterfly,1996,42,36,42,1.0
Rowing,Rowing Women's Quadruple Sculls,1988,41,10,41,1.0
Athletics,"Athletics Men's 3,000 metres Walk",1920,22,12,22,1.0
Athletics,Athletics Women's 100 metres,2004,63,51,63,1.0
Fencing,"Fencing Women's Foil, Team",1996,33,11,33,1.0
Swimming,Swimming Women's 400 metres Individual Medley,2000,28,24,28,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1996,76,17,76,1.0
Fencing,"Fencing Women's Foil, Team",2000,29,9,29,1.0
Judo,Judo Men's Half-Heavyweight,2008,32,32,32,1.0
Handball,Handball Women's Handball,2004,149,10,149,1.0
Speed Skating,"Speed Skating Women's 1,500 metres",2002,39,17,39,1.0
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2002,57,23,57,1.0
Alpine Skiing,Alpine Skiing Men's Combined,2014,50,24,50,1.0
Swimming,Swimming Men's 100 metres Breaststroke,1988,61,43,61,1.0
Cycling,"Cycling Men's Road Race, Team",1920,44,11,44,1.0
Athletics,Athletics Men's Shot Put,2004,39,26,39,1.0
Swimming,Swimming Women's 400 metres Freestyle,2008,41,33,41,1.0
Weightlifting,Weightlifting Men's Middleweight,1920,10,7,10,1.0
Alpine Skiing,Alpine Skiing Women's Downhill,1960,42,14,42,1.0
Judo,Judo Men's Heavyweight,1988,26,25,26,1.0
Athletics,Athletics Women's High Jump,1928,20,9,20,1.0
Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",1984,19,19,19,1.0
Swimming,Swimming Men's 100 metres Freestyle,1920,31,15,31,1.0
Boxing,Boxing Men's Heavyweight,1964,14,14,14,1.0
Weightlifting,Weightlifting Men's Middle-Heavyweight,1992,23,19,23,1.0
Athletics,"Athletics Men's 3,000 metres Steeplechase",1980,31,18,31,1.0
Fencing,"Fencing Men's Sabre, Individual",1928,44,17,44,1.0
Athletics,Athletics Men's Shot Put,1906,17,8,17,1.0
Swimming,Swimming Men's 100 metres Freestyle,1984,68,43,68,1.0
Gymnastics,Gymnastics Women's Horse Vault,2008,15,15,15,1.0
Freestyle Skiing,Freestyle Skiing Men's Moguls,2002,30,12,30,1.0
Equestrianism,"Equestrianism Mixed Dressage, Individual",1992,48,18,48,1.0
Gymnastics,Gymnastics Women's Floor Exercise,2008,82,34,82,1.0
Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1908,25,10,25,1.0
Athletics,Athletics Men's Long Jump,1996,52,40,52,1.0
Rowing,Rowing Women's Coxed Eights,1992,72,8,72,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,1984,45,11,45,1.0
Shooting,"Shooting Men's Running Target, 10 metres",1996,20,14,20,1.0
Cycling,Cycling Women's Sprint,2016,27,16,27,1.0
Swimming,Swimming Women's 200 metres Freestyle,2016,42,26,42,1.0
Swimming,Swimming Men's 100 metres Freestyle,1956,34,19,34,1.0
Sailing,Sailing Men's Windsurfer,1992,43,42,43,1.0
Boxing,Boxing Men's Light-Flyweight,1988,34,34,34,1.0
Athletics,Athletics Men's 200 metres,1912,61,19,61,1.0
Alpine Skiing,Alpine Skiing Women's Combined,1988,39,14,39,1.0
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2012,76,16,76,1.0
Athletics,Athletics Men's Hammer Throw,1932,14,9,14,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1948,32,20,32,1.0
Diving,Diving Women's Springboard,2016,29,18,29,1.0
Biathlon,Biathlon Men's 10 kilometres Sprint,1984,64,24,64,1.0
Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,1980,38,11,38,1.0
Athletics,Athletics Women's High Jump,1980,20,13,20,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1964,27,27,27,1.0
Biathlon,Biathlon Men's 20 kilometres,1964,51,14,51,1.0
Athletics,Athletics Men's All-Around Championship,1904,7,2,7,1.0
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1984,99,23,99,1.0
Fencing,"Fencing Men's epee, Team",1906,24,6,24,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1980,28,7,28,1.0
Diving,Diving Women's Springboard,1936,16,9,16,1.0
Gymnastics,Gymnastics Men's Horse Vault,2000,80,31,80,1.0
Swimming,Swimming Women's 200 metres Breaststroke,1968,31,20,31,1.0
Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,1972,43,11,43,1.0
Swimming,Swimming Men's 100 metres Backstroke,2000,55,48,55,1.0
Cycling,"Cycling Men's Road Race, Individual",1964,132,35,132,1.0
Beach Volleyball,Beach Volleyball Women's Beach Volleyball,2012,48,17,48,1.0
Cycling,Cycling Men's 25 mile,1904,10,1,10,1.0
Alpine Skiing,Alpine Skiing Men's Combined,1936,66,21,66,1.0
Athletics,Athletics Men's Shot Put,2000,37,27,37,1.0
Table Tennis,Table Tennis Men's Singles,2008,77,43,77,1.0
Speed Skating,Speed Skating Women's 500 metres,1988,30,14,30,1.0
Gymnastics,Gymnastics Men's Rings,1928,88,11,88,1.0
Gymnastics,Gymnastics Men's Horse Vault,2012,17,14,17,1.0
Athletics,Athletics Men's Pole Vault,1968,23,14,23,1.0
Athletics,Athletics Men's 400 metres Hurdles,1904,4,1,4,1.0
Diving,Diving Men's Platform,1968,35,16,35,1.0
Boxing,Boxing Men's Heavyweight,1992,23,23,23,1.0
Rowing,Rowing Men's Coxless Pairs,1928,16,8,16,1.0
Fencing,"Fencing Men's Sabre, Team",1968,56,12,56,1.0
Snowboarding,Snowboarding Men's Parallel Giant Slalom,2010,30,15,30,1.0
Canoeing,"Canoeing Men's Canadian Singles, 500 metres",1980,11,11,11,1.0
Wrestling,"Wrestling Men's Middleweight, Freestyle",1992,19,19,19,1.0
Rowing,Rowing Women's Coxless Pairs,1996,26,13,26,1.0
Handball,Handball Women's Handball,2012,171,12,171,1.0
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2006,72,18,72,1.0
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,1988,48,11,48,1.0
Gymnastics,Gymnastics Men's Team All-Around,2016,60,12,60,1.0
Alpine Skiing,Alpine Skiing Women's Super G,2006,54,23,54,1.0
Volleyball,Volleyball Men's Volleyball,2016,141,12,141,1.0
Athletics,Athletics Men's Marathon,1988,118,65,118,1.0
Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1968,24,23,24,1.0
Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",1948,6,3,6,1.0
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,84,33,84,1.0
Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2008,43,28,43,1.0
Judo,Judo Men's Heavyweight,2004,33,33,33,1.0
Speed Skating,"Speed Skating Women's 5,000 metres",1992,24,11,24,1.0
Boxing,Boxing Men's Light-Heavyweight,1964,19,19,19,1.0
Diving,Diving Men's Springboard,2016,29,20,29,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1920,18,11,18,1.0
Fencing,"Fencing Men's epee, Individual",2016,38,20,38,1.0
Wrestling,"Wrestling Men's Welterweight, Freestyle",1968,19,19,19,1.0
Nordic Combined,Nordic Combined Men's Team,2002,40,10,40,1.0
Rowing,Rowing Men's Coxed Fours,1932,35,7,35,1.0
Shooting,Shooting Men's Trap,1956,32,18,32,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",1980,13,13,13,1.0
Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",1948,12,6,12,1.0
Fencing,"Fencing Men's Sabre, Individual",1988,40,18,40,1.0
Swimming,Swimming Women's 400 metres Freestyle,1924,18,8,18,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1956,10,10,10,1.0
Swimming,Swimming Women's 100 metres Freestyle,1928,24,11,24,1.0
Freestyle Skiing,Freestyle Skiing Men's Aerials,2014,21,9,21,1.0
Sailing,Sailing Mixed 6 metres,1948,59,11,59,1.0
Judo,Judo Men's Lightweight,2012,34,34,34,1.0
Fencing,"Fencing Men's Foil, Individual",1948,63,25,63,1.0
Athletics,Athletics Women's Heptathlon,2008,43,28,43,1.0
Diving,Diving Women's Platform,2008,29,19,29,1.0
Gymnastics,Gymnastics Women's Uneven Bars,1996,99,28,99,1.0
Sailing,Sailing Mixed 6 metres,1936,60,12,60,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1992,52,34,52,1.0
Speed Skating,"Speed Skating Men's 5,000 metres",1964,42,19,42,1.0
Rowing,Rowing Men's Coxed Fours,1928,55,11,55,1.0
Hockey,Hockey Men's Hockey,2016,196,12,196,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,2000,108,25,108,1.0
Canoeing,"Canoeing Men's Kayak Singles, 200 metres",2016,22,22,22,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1988,47,24,47,1.0
Fencing,"Fencing Men's Sabre, Individual, Three Hits",1906,21,6,21,1.0
Wrestling,"Wrestling Men's Middleweight, Freestyle",1908,12,3,12,1.0
Weightlifting,Weightlifting Men's Featherweight,1948,23,18,23,1.0
Freestyle Skiing,Freestyle Skiing Women's Aerials,2006,23,9,23,1.0
Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,1964,32,11,32,1.0
Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",2008,40,10,40,1.0
Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",1900,30,6,30,1.0
Boxing,Boxing Men's Middleweight,1920,17,9,17,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres, Team",1900,20,4,20,1.0
Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",2000,17,12,17,1.0
Equestrianism,"Equestrianism Men's Three-Day Event, Individual",1920,25,8,25,1.0
Wrestling,"Wrestling Women's Flyweight, Freestyle",2008,17,17,17,1.0
Athletics,Athletics Men's 800 metres,1936,42,23,42,1.0
Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",1906,35,9,35,1.0
Table Tennis,Table Tennis Men's Team,2008,48,15,48,1.0
Athletics,"Athletics Men's 3,000 metres Steeplechase",1928,22,10,22,1.0
Speed Skating,"Speed Skating Women's 1,000 metres",1998,40,14,40,1.0
Weightlifting,Weightlifting Men's Bantamweight,2004,17,14,17,1.0
Diving,Diving Men's Springboard,2012,29,17,29,1.0
Boxing,Boxing Women's Middleweight,2016,12,12,12,1.0
Archery,Archery Women's Double National Round,1908,25,1,25,1.0
Sailing,Sailing Women's Two Person Dinghy,2000,38,19,38,1.0
Athletics,"Athletics Men's 1,500 metres",1932,24,14,24,1.0
Modern Pentathlon,Modern Pentathlon Men's Individual,1988,65,26,65,1.0
Gymnastics,Gymnastics Women's Team All-Around,2000,72,12,72,1.0
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,1964,71,21,71,1.0
Gymnastics,Gymnastics Men's Pommelled Horse,2000,80,29,80,1.0
Weightlifting,Weightlifting Men's Middle-Heavyweight,2008,18,14,18,1.0
Badminton,Badminton Men's Doubles,1992,60,20,60,1.0
Sailing,Sailing Mixed 8 metres,1924,25,5,25,1.0
Luge,Luge Mixed (Men)'s Doubles,2010,40,11,40,1.0
Tennis,"Tennis Mixed Doubles, Covered Courts",1912,16,3,16,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",2000,38,21,38,1.0
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,1992,57,19,57,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1980,15,15,15,1.0
Fencing,"Fencing Men's Foil, Individual",1928,54,23,54,1.0
Athletics,"Athletics Women's 1,500 metres",2000,42,27,42,1.0
Swimming,Swimming Women's 200 metres Freestyle,1996,42,35,42,1.0
Athletics,Athletics Women's 20 kilometres Walk,2008,48,30,48,1.0
Figure Skating,Figure Skating Mixed Pairs,1920,16,6,16,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",1972,73,18,73,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1960,76,19,76,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",1932,10,10,10,1.0
Swimming,Swimming Women's 400 metres Freestyle,1960,22,13,22,1.0
Rowing,Rowing Men's Lightweight Coxless Fours,2012,52,13,52,1.0
Boxing,Boxing Men's Heavyweight,1968,16,15,16,1.0
Athletics,"Athletics Men's 5,000 metres",1956,23,13,23,1.0
Rowing,Rowing Women's Single Sculls,1988,13,13,13,1.0
Cycling,Cycling Men's 1/2 mile,1904,12,1,12,1.0
Athletics,"Athletics Men's 3,000 metres Steeplechase",1976,24,15,24,1.0
Judo,Judo Women's Half-Heavyweight,2012,21,21,21,1.0
Athletics,Athletics Women's Shot Put,1960,18,12,18,1.0
Athletics,"Athletics Men's 10,000 metres",1920,34,17,34,1.0
Athletics,Athletics Women's Javelin Throw,1936,14,10,14,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",2016,20,20,20,1.0
Athletics,Athletics Men's Pole Vault,1984,19,13,19,1.0
Luge,Luge Women's Singles,2006,30,15,30,1.0
Swimming,"Swimming Men's 1,500 metres Freestyle",2012,31,25,31,1.0
Luge,Luge Women's Singles,2014,31,16,31,1.0
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1988,64,16,64,1.0
Gymnastics,Gymnastics Men's Team All-Around,1960,120,20,120,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1992,19,19,19,1.0
Diving,Diving Women's Synchronized Springboard,2016,16,8,16,1.0
Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",1900,30,6,30,1.0
Fencing,"Fencing Men's Foil, Team",1932,30,6,30,1.0
Diving,Diving Women's Springboard,1964,21,9,21,1.0
Athletics,Athletics Women's 100 metres,2008,85,68,85,1.0
Athletics,Athletics Men's 10 mile Walk,1908,25,8,25,1.0
Rowing,Rowing Women's Lightweight Double Sculls,2004,36,18,36,1.0
Athletics,Athletics Women's Discus Throw,1992,28,16,28,1.0
Swimming,Swimming Men's 400 metres Freestyle,1928,26,17,26,1.0
Athletics,Athletics Women's Javelin Throw,1956,19,12,19,1.0
Bobsleigh,Bobsleigh Men's Two,1972,42,11,42,1.0
Alpine Skiing,Alpine Skiing Women's Giant Slalom,1956,49,16,49,1.0
Fencing,"Fencing Men's Foil, Individual",1924,49,17,49,1.0
Speed Skating,"Speed Skating Women's 1,500 metres",2010,36,14,36,1.0
Athletics,Athletics Women's 100 metres,1988,64,40,64,1.0
Athletics,Athletics Women's 200 metres,1948,33,17,33,1.0
Tennis,"Tennis Men's Singles, Covered Courts",1908,7,2,7,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1920,29,7,29,1.0
Athletics,"Athletics Men's Discus Throw, Both Hands",1912,20,6,20,1.0
Diving,Diving Women's Springboard,1932,8,6,8,1.0
Croquet,"Croquet Mixed Singles, Two Balls",1900,8,1,8,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1948,71,26,71,1.0
Athletics,Athletics Women's Marathon,2004,82,47,82,1.0
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2006,76,27,76,1.0
Swimming,Swimming Women's 200 metres Breaststroke,1932,11,7,11,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1952,185,28,185,1.0
Athletics,Athletics Women's 4 x 400 metres Relay,1988,61,12,61,1.0
Fencing,"Fencing Men's epee, Individual",1980,42,16,42,1.0
Boxing,Boxing Men's Flyweight,1988,44,44,44,1.0
Basketball,Basketball Men's Basketball,1964,189,16,189,1.0
Fencing,"Fencing Men's Sabre, Team",1948,85,17,85,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1976,217,12,217,1.0
Athletics,Athletics Women's 20 kilometres Walk,2000,57,31,57,1.0
Athletics,"Athletics Men's 1,500 metres",1964,43,33,43,1.0
Weightlifting,Weightlifting Men's Light-Heavyweight,1972,24,20,24,1.0
Fencing,"Fencing Women's epee, Team",2004,32,9,32,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1984,22,22,22,1.0
Water Polo,Water Polo Men's Water Polo,1904,21,1,21,1.0
Figure Skating,Figure Skating Women's Singles,1928,20,8,20,1.0
Swimming,Swimming Men's 200 metres Freestyle,1968,57,26,57,1.0
Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",1948,14,7,14,1.0
Athletics,Athletics Men's High Jump,1900,8,7,8,1.0
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,1980,43,13,43,1.0
Swimming,Swimming Men's 200 metres Individual Medley,1996,39,31,39,1.0
Fencing,"Fencing Women's Foil, Individual",1996,40,17,40,1.0
Alpine Skiing,Alpine Skiing Men's Slalom,1968,100,32,100,1.0
Taekwondo,Taekwondo Women's Heavyweight,2016,16,16,16,1.0
Swimming,Swimming Men's 100 metres Backstroke,1936,30,17,30,1.0
Wrestling,"Wrestling Men's Flyweight, Greco-Roman",1992,17,17,17,1.0
Judo,Judo Women's Half-Heavyweight,1992,22,22,22,1.0
Judo,Judo Women's Heavyweight,1996,20,20,20,1.0
Judo,Judo Men's Lightweight,1984,31,30,31,1.0
Art Competitions,Art Competitions Mixed Sculpturing,1924,68,15,151,2.2206
Shooting,"Shooting Women's Air Pistol, 10 metres",2008,44,30,44,1.0
Hockey,Hockey Men's Hockey,1908,68,3,68,1.0
Gymnastics,Gymnastics Women's Individual All-Around,2004,98,32,98,1.0
Gymnastics,Gymnastics Women's Uneven Bars,1968,101,23,101,1.0
Sailing,Sailing Mixed Multihull,1988,47,23,47,1.0
Judo,Judo Men's Half-Middleweight,2012,33,33,33,1.0
Cycling,Cycling Men's Individual Time Trial,2004,38,26,38,1.0
Alpine Skiing,Alpine Skiing Men's Downhill,1952,82,27,82,1.0
Cycling,Cycling Men's Team Sprint,2000,36,12,36,1.0
Shooting,Shooting Men's Trap,2004,35,26,35,1.0
Cycling,Cycling Women's Omnium,2012,18,18,18,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1972,113,25,113,1.0
Boxing,Boxing Men's Super-Heavyweight,2004,16,16,16,1.0
Tug-Of-War,Tug-Of-War Men's Tug-Of-War,1900,12,4,12,1.0
Athletics,Athletics Men's 100 metres,1928,76,32,76,1.0
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1992,30,23,30,1.0
Gymnastics,Gymnastics Men's Team All-Around,1956,42,7,42,1.0
Swimming,Swimming Women's 100 metres Backstroke,1956,23,14,23,1.0
Equestrianism,"Equestrianism Men's Dressage, Individual",1928,29,12,29,1.0
Shooting,"Shooting Women's Air Pistol, 10 metres",1988,37,25,37,1.0
Athletics,"Athletics Men's 3,000 metres Steeplechase",1988,32,23,32,1.0
Alpine Skiing,Alpine Skiing Women's Slalom,1960,43,14,43,1.0
Rowing,Rowing Men's Single Sculls,1908,9,6,9,1.0
Fencing,"Fencing Men's Sabre, Team",1976,63,14,63,1.0
Swimming,Swimming Men's 200 metres Butterfly,1988,40,29,40,1.0
Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1980,11,11,11,1.0
Boxing,Boxing Men's Lightweight,1920,16,10,16,1.0
Rowing,Rowing Men's Coxed Pairs,1920,12,4,12,1.0
Hockey,Hockey Men's Hockey,1952,157,12,157,1.0
Boxing,Boxing Men's Bantamweight,1904,2,1,2,1.0
Swimming,Swimming Women's 100 metres Breaststroke,1980,25,19,25,1.0
Hockey,Hockey Women's Hockey,2008,191,12,191,1.0
Boxing,Boxing Men's Bantamweight,2000,28,28,28,1.0
Athletics,"Athletics Men's 1,500 metres",1960,39,25,39,1.0
Boxing,Boxing Men's Middleweight,1968,22,22,22,1.0
Sailing,Sailing Women's Three Person Keelboat,2008,45,15,45,1.0
Weightlifting,Weightlifting Men's Lightweight,2012,24,18,24,1.0
